Caching material files...
DDS only:717: models/darkmod/props/textures/musicscore02
DDS only:732: models/darkmod/props/textures/parchment_freshpaper
DDS only:745: models/darkmod/props/textures/parchment_freshpaper
DDS only:7: textures/darkmod/stone/gen/brick_001_d
DDS only:8: textures/darkmod/stone/gen/brick_001_d
DDS only:9: textures/darkmod/stone/gen/brick_001_local
DDS only:20: textures/darkmod/stone/gen/brick_001_d

materials/tdm_gen_stone.mtr
Missing:29: textures/darkmod/stone/gen/brick_002_d
Missing:30: textures/darkmod/stone/gen/brick_002_d
Missing:31: textures/darkmod/stone/gen/brick_002_local
Missing:42: textures/darkmod/stone/gen/brick_002_d
DDS only:51: textures/darkmod/stone/gen/concrete_dirt_001_d
DDS only:52: textures/darkmod/stone/gen/concrete_dirt_001_d
DDS only:53: textures/darkmod/stone/gen/concrete_dirt_001_local
DDS only:64: textures/darkmod/stone/gen/concrete_dirt_001_d
DDS only:8: textures/darkmod/pagan/decal/pagdecfleur
DDS only:12: textures/darkmod/pagan/decal/pagdecfleur
DDS only:24: textures/darkmod/pagan/decal/pagdecvoyn
DDS only:28: textures/darkmod/pagan/decal/pagdecvoyn
DDS only:6: models/darkmod/props/textures/tree_dm_d
DDS only:7: models/darkmod/props/textures/tree_dm_s
DDS only:8: models/darkmod/props/textures/tree_dm_local
DDS only:20: models/darkmod/props/textures/tree_dm_leaves_d
DDS only:11: models/darkmod/props/textures/plank_dark_d
DDS only:21: models/darkmod/props/textures/plank_dark_d
DDS only:34: models/darkmod/props/textures/plank_light_d
DDS only:44: models/darkmod/props/textures/plank_light_d
DDS only:7: textures/darkmod/mansion/window/manwindow01
DDS only:8: textures/darkmod/mansion/window/manwindow01
DDS only:9: textures/darkmod/mansion/window/manwindow01_s
DDS only:10: textures/darkmod/mansion/window/manwindow01_local
DDS only:20: textures/darkmod/mansion/window/manwindow01
DDS only:30: textures/darkmod/mansion/window/manwindow01b
DDS only:31: textures/darkmod/mansion/window/manwindow01b
DDS only:32: textures/darkmod/mansion/window/manwindow01_s
DDS only:33: textures/darkmod/mansion/window/manwindow01_local
DDS only:43: textures/darkmod/mansion/window/manwindow01b
DDS only:53: textures/darkmod/mansion/window/manwindow02
DDS only:54: textures/darkmod/mansion/window/manwindow02
DDS only:55: textures/darkmod/mansion/window/manwindow02_s
DDS only:56: textures/darkmod/mansion/window/manwindow02_local
DDS only:66: textures/darkmod/mansion/window/manwindow02
DDS only:76: textures/darkmod/mansion/window/manwindow02b
DDS only:77: textures/darkmod/mansion/window/manwindow02b
DDS only:78: textures/darkmod/mansion/window/manwindow02_s
DDS only:79: textures/darkmod/mansion/window/manwindow02_local
DDS only:89: textures/darkmod/mansion/window/manwindow02b
DDS only:98: textures/darkmod/mansion/window/manwindow02d
DDS only:99: textures/darkmod/mansion/window/manwindow02d
DDS only:100: textures/darkmod/mansion/window/manwindow02_s
DDS only:101: textures/darkmod/mansion/window/manwindow02_local
DDS only:111: textures/darkmod/mansion/window/manwindow02d
DDS only:120: textures/darkmod/mansion/window/manwindow03
DDS only:121: textures/darkmod/mansion/window/manwindow03
DDS only:122: textures/darkmod/mansion/window/manwindow03_s
DDS only:123: textures/darkmod/mansion/window/manwindow03_local
DDS only:133: textures/darkmod/mansion/window/manwindow03
DDS only:143: textures/darkmod/mansion/window/manwindow04
DDS only:144: textures/darkmod/mansion/window/manwindow04
DDS only:145: textures/darkmod/mansion/window/manwindow04_s
DDS only:146: textures/darkmod/mansion/window/manwindow04_local
DDS only:156: textures/darkmod/mansion/window/manwindow04
DDS only:7: textures/darkmod/wood/gen/wood_001_d
DDS only:8: textures/darkmod/wood/gen/wood_001_d
DDS only:9: textures/darkmod/wood/gen/wood_001_local
DDS only:20: textures/darkmod/wood/gen/wood_001_d
DDS only:29: textures/darkmod/wood/gen/wood_002_d
DDS only:30: textures/darkmod/wood/gen/wood_002_d
DDS only:31: textures/darkmod/wood/gen/wood_002_local
DDS only:42: textures/darkmod/wood/gen/wood_002_d
DDS only:3: textures/darkmod/decals/smut_black_round
DDS only:11: textures/darkmod/decals/smut_black_round
DDS only:9: textures/darkmod/wood/wall/boards_new_001_editor

materials/tdm_wood_wall.mtr
DDS only:10: textures/darkmod/wood/wall/boards_new_001
DDS only:11: textures/darkmod/wood/wall/boards_new_001_s
DDS only:12: textures/darkmod/wood/wall/boards_new_001_local
DDS only:23: textures/darkmod/wood/wall/boards_new_001
DDS only:33: textures/darkmod/city/wall/ctywall04
DDS only:34: textures/darkmod/city/wall/ctywall04
DDS only:36: textures/darkmod/city/wall/ctywall04_local
DDS only:47: textures/darkmod/city/wall/ctywall04
DDS only:57: textures/darkmod/mansion/wall/manwall01
DDS only:58: textures/darkmod/mansion/wall/manwall01
DDS only:60: textures/darkmod/mansion/wall/manwall01_local
DDS only:71: textures/darkmod/mansion/wall/manwall01
DDS only:81: textures/darkmod/mansion/wall/manwpanel01
DDS only:82: textures/darkmod/mansion/wall/manwpanel01
DDS only:84: textures/darkmod/mansion/wall/manwpanel01_local
DDS only:95: textures/darkmod/mansion/wall/manwpanel01
DDS only:105: textures/darkmod/mansion/wall/manwpanel02
DDS only:106: textures/darkmod/mansion/wall/manwpanel02
DDS only:107: textures/darkmod/mansion/wall/manwpanel02_s
DDS only:108: textures/darkmod/mansion/wall/manwpanel02_local
DDS only:119: textures/darkmod/mansion/wall/manwpanel02
DDS only:129: textures/darkmod/mansion/wall/manwpanel04
DDS only:130: textures/darkmod/mansion/wall/manwpanel04
DDS only:131: textures/darkmod/mansion/wall/manwpanel04_local
DDS only:142: textures/darkmod/mansion/wall/manwpanel04
DDS only:152: textures/darkmod/mansion/wall/manwpanel05
DDS only:153: textures/darkmod/mansion/wall/manwpanel05
DDS only:154: textures/darkmod/mansion/wall/manwpanel05_local
DDS only:165: textures/darkmod/mansion/wall/manwpanel05
DDS only:175: textures/darkmod/mansion/wall/manwpanel06
DDS only:176: textures/darkmod/mansion/wall/manwpanel06
DDS only:177: textures/darkmod/mansion/wall/manwpanel06_local
DDS only:188: textures/darkmod/mansion/wall/manwpanel06
DDS only:201: textures/darkmod/mansion/wall/manwpanel07
DDS only:202: textures/darkmod/mansion/wall/manwpanel07
DDS only:203: textures/darkmod/mansion/wall/manwpanel07_local
DDS only:214: textures/darkmod/mansion/wall/manwpanel07
DDS only:224: textures/darkmod/mansion/wall/manwpanel08
DDS only:225: textures/darkmod/mansion/wall/manwpanel08
DDS only:226: textures/darkmod/mansion/wall/manwpanel08_local
DDS only:237: textures/darkmod/mansion/wall/manwpanel08
DDS only:247: textures/darkmod/mansion/wall/manwcapital01
DDS only:248: textures/darkmod/mansion/wall/manwcapital01
DDS only:250: textures/darkmod/mansion/wall/manwcapital01_local
DDS only:261: textures/darkmod/mansion/wall/manwcapital01
DDS only:271: textures/darkmod/mansion/wall/manwall03
DDS only:272: textures/darkmod/mansion/wall/manwall03
DDS only:274: textures/darkmod/mansion/wall/manwall03_local
DDS only:285: textures/darkmod/mansion/wall/manwall03
DDS only:295: textures/darkmod/mansion/wall/manwall04b
DDS only:296: textures/darkmod/mansion/wall/manwall04b
DDS only:298: textures/darkmod/mansion/wall/manwall04_local
DDS only:309: textures/darkmod/mansion/wall/manwall04b
DDS only:319: textures/darkmod/mansion/wall/manwall04c
DDS only:320: textures/darkmod/mansion/wall/manwall04c
DDS only:322: textures/darkmod/mansion/wall/manwall04_local
DDS only:333: textures/darkmod/mansion/wall/manwall04c
DDS only:343: textures/darkmod/mansion/wall/manwall04a
DDS only:344: textures/darkmod/mansion/wall/manwall04a
DDS only:346: textures/darkmod/mansion/wall/manwall04_local
DDS only:357: textures/darkmod/mansion/wall/manwall04a
DDS only:367: textures/darkmod/mansion/wall/manwall04d
DDS only:368: textures/darkmod/mansion/wall/manwall04d
DDS only:370: textures/darkmod/mansion/wall/manwall04_local
DDS only:381: textures/darkmod/mansion/wall/manwall04d
DDS only:391: textures/darkmod/mansion/wall/manwall05
DDS only:392: textures/darkmod/mansion/wall/manwall05
DDS only:394: textures/darkmod/mansion/wall/manwall05_local
DDS only:405: textures/darkmod/mansion/wall/manwall05
DDS only:9: textures/darkmod/city/wall/brick_dark_d
DDS only:10: textures/darkmod/city/wall/brick_dark_d
DDS only:11: textures/darkmod/city/wall/brick_dark_local
DDS only:12: textures/darkmod/city/wall/brick_dark_s
DDS only:19: textures/darkmod/city/wall/concrete01_d
DDS only:20: textures/darkmod/city/wall/concrete01_d
DDS only:21: textures/darkmod/city/wall/concrete01_local
DDS only:22: textures/darkmod/city/wall/concrete01_s
DDS only:29: textures/darkmod/city/wall/concrete_dirt01_d
DDS only:30: textures/darkmod/city/wall/concrete_dirt01_d
DDS only:31: textures/darkmod/city/wall/concrete_dirt01_local
DDS only:32: textures/darkmod/city/wall/concrete_dirt01_s
DDS only:41: textures/darkmod/city/wall/cwall_01
DDS only:42: textures/darkmod/city/wall/cwall_01
DDS only:43: textures/darkmod/city/wall/cwall_01_local
DDS only:44: textures/darkmod/city/wall/cwall_01_s
DDS only:55: textures/darkmod/city/wall/cwall_01
DDS only:65: textures/darkmod/city/wall/cwall_frame01_d
DDS only:66: textures/darkmod/city/wall/cwall_frame01_d
DDS only:67: textures/darkmod/city/wall/cwall_frame01_local
DDS only:68: textures/darkmod/city/wall/cwall_frame01_s
DDS only:75: textures/darkmod/city/wall/cwall_frame02_d
DDS only:76: textures/darkmod/city/wall/cwall_frame02_d
DDS only:77: textures/darkmod/city/wall/cwall_frame02_local
DDS only:78: textures/darkmod/city/wall/cwall_frame02_s
DDS only:85: textures/darkmod/city/wall/cwall_framebrick_d
DDS only:86: textures/darkmod/city/wall/cwall_framebrick_d
DDS only:87: textures/darkmod/city/wall/cwall_framebrick_local
DDS only:88: textures/darkmod/city/wall/cwall_framebrick_s
DDS only:95: textures/darkmod/city/wall/cwall_framebrick02_d
DDS only:96: textures/darkmod/city/wall/cwall_framebrick02_d
DDS only:97: textures/darkmod/city/wall/cwall_framebrick02_local
DDS only:98: textures/darkmod/city/wall/cwall_framebrick02_s
DDS only:104: textures/darkmod/city/wall/metal01_d
DDS only:105: textures/darkmod/city/wall/metal01_d
DDS only:106: textures/darkmod/city/wall/metal01_local
DDS only:107: textures/darkmod/city/wall/metal01_s
DDS only:116: textures/darkmod/city/roof/rooftile_01_d
DDS only:117: textures/darkmod/city/roof/rooftile_01_d
DDS only:118: textures/darkmod/city/roof/rooftile_01_local
DDS only:119: textures/darkmod/city/roof/rooftile_01_s
DDS only:131: textures/darkmod/litwindows/cwindow01_d
DDS only:142: textures/darkmod/litwindows/cwindow01_dark_d
DDS only:153: textures/darkmod/litwindows/cwindow02_d
DDS only:164: textures/darkmod/litwindows/hlamp_window01_d
DDS only:6: models/darkmod/props/textures/font01_d
DDS only:7: models/darkmod/props/textures/font01_local
DDS only:17: models/darkmod/props/textures/font01_d
DDS only:27: models/darkmod/props/textures/thehammer_big_stone_d
DDS only:28: models/darkmod/props/textures/thehammer_big_stone_local
DDS only:35: models/darkmod/props/textures/thehammer_big_metal_d
DDS only:36: models/darkmod/props/textures/thehammer_big_metal_local
DDS only:37: models/darkmod/props/textures/thehammer_big_metal_s
DDS only:45: models/darkmod/props/textures/thehammer_big_ruined_d
DDS only:46: models/darkmod/props/textures/thehammer_big_ruined_local
DDS only:53: models/darkmod/props/textures/thehammer_big_rust_d
DDS only:54: models/darkmod/props/textures/thehammer_big_metal_local
DDS only:61: models/darkmod/props/textures/gear_big_stone_d
DDS only:62: models/darkmod/props/textures/gear_big_stone_local
DDS only:69: models/darkmod/props/textures/gear_big_metal_d
DDS only:70: models/darkmod/props/textures/gear_big_metal_local
DDS only:71: models/darkmod/props/textures/gear_big_metal_s
DDS only:79: models/darkmod/props/textures/gear_big_rusted_d
DDS only:80: models/darkmod/props/textures/gear_big_metal_local
DDS only:87: models/darkmod/props/textures/thehammer_medium_stone_d
DDS only:88: models/darkmod/props/textures/thehammer_medium_stone_local
DDS only:96: models/darkmod/props/textures/thehammer_medium_metal_d
DDS only:97: models/darkmod/props/textures/thehammer_medium_metal_local
DDS only:98: models/darkmod/props/textures/thehammer_medium_metal_s
DDS only:105: models/darkmod/props/textures/thehammer_medium2_d
DDS only:106: models/darkmod/props/textures/thehammer_medium2_local
DDS only:113: models/darkmod/props/textures/thehammer_small_bronze_d
DDS only:114: models/darkmod/props/textures/thehammer_medium_metal_local
DDS only:115: models/darkmod/props/textures/thehammer_medium_metal_s

materials/decorative_oversize.mtr
DDS only:121: textures/darkmod/stone/floor/rough_005_d
Missing:122: models/darkmod/props/textures/statue_folded_hands_local)
DDS only:130: models/darkmod/props/textures/statue_lion_head
Missing:131: models/darkmod/props/textures/statue_lion_head_local, 
DDS only:138: models/darkmod/props/textures/statue_lion_body
Missing:139: models/darkmod/props/textures/statue_lion_body_local, 
DDS only:11: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_upper
DDS only:15: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_upper_local
DDS only:25: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_upper
DDS only:39: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_lower
DDS only:43: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_lower_local
DDS only:53: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_lower
DDS only:66: models/md5/chars/townsfolk/townsfolk_male1/town_limbs
DDS only:70: models/md5/chars/townsfolk/townsfolk_male1/town_limbs_local
DDS only:80: models/md5/chars/townsfolk/townsfolk_male1/town_limbs
DDS only:94: models/md5/chars/townsfolk/townsfolk_male1/town_belt
DDS only:98: models/md5/chars/thief/thief1_local
DDS only:99: models/md5/chars/thief/thief_s

materials/tdm_ai_townsfolk.mtr
Missing:109: models/md5/chars/townsfolk/town_belt
DDS only:123: models/md5/chars/townsfolk/townsfolk_male1/town_ties
DDS only:127: models/md5/chars/thief/thief1_local
DDS only:128: models/md5/chars/thief/thief_s
Missing:138: models/md5/chars/townsfolk/town_ties
DDS only:150: models/md5/chars/townsfolk/townsfolk_male1/town_head
Missing:154: models/md5/chars/townsfolk/townsfolk_male1/town_head_local
DDS only:164: models/md5/chars/townsfolk/townsfolk_male1/town_head
DDS only:177: models/md5/chars/townsfolk/townsfolk_male1/town_hair
Missing:181: models/md5/chars/townsfolk/townsfolk_male1/town_hair_local
DDS only:191: models/md5/chars/townsfolk/townsfolk_male1/town_hair
DDS only:210: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_upper_1
DDS only:214: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_upper_local
DDS only:224: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_upper_1
DDS only:238: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_lower_1
DDS only:242: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_lower_local
DDS only:252: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_lower_1
DDS only:266: models/md5/chars/townsfolk/townsfolk_male1/town_limbs_1
DDS only:270: models/md5/chars/townsfolk/townsfolk_male1/town_limbs_local_1
DDS only:280: models/md5/chars/townsfolk/townsfolk_male1/town_limbs_1
DDS only:293: models/md5/chars/townsfolk/townsfolk_male1/town_limbs_bw
DDS only:297: models/md5/chars/townsfolk/townsfolk_male1/town_limbs_smooth_local
DDS only:307: models/md5/chars/townsfolk/townsfolk_male1/town_limbs_bw
DDS only:321: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_trim
DDS only:335: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_trim
DDS only:348: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_trim
DDS only:352: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_upper_local
DDS only:362: models/md5/chars/townsfolk/townsfolk_male1/town_tunic_trim
